title,creation_date,medium,department,item_width,item_height,item_depth,classification,full_name,nationality,img_url,value,small_img_url,total
"Act 10 from ""The Chûshingura Drama""",c. 1795,woodblock print on paper,Fine Arts,7.5,10.125,0.0,prints,Shun'ei Katsukawa,Japanese,https://cmoa-collection-images.s3.amazonaws.com/thing/107415/1027058.jpg,87.5,https://cmoa-collection-images.s3.amazonaws.com/thing/107415/sizes/1027058-420.jpg,1750.0
Portrait of a woman,"January 1, 1798",etching and stipple engraving printed in color on ivory paper,Fine Arts,22.0,28.0,0.0,prints,Francesco Bartolozzi|Hans Holbein the Younger,Italian|German,https://cmoa-collection-images.s3.amazonaws.com/thing/110556/1001509.jpg,3.95,https://cmoa-collection-images.s3.amazonaws.com/thing/110556/sizes/1001509-420.jpg,79.0
Ecclesiastes-Essay IV,1946,lithograph on paper,Contemporary Art,16.0,21.75,0.0,prints,Benton Murdoch Spruance,American,https://cmoa-collection-images.s3.amazonaws.com/thing/100851/1010472.jpg,83.45,https://cmoa-collection-images.s3.amazonaws.com/thing/100851/sizes/1010472-420.jpg,1669.0
The Entombment,early 1470s,engraving,Fine Arts,17.75,12.063,0.0,prints,Andrea Mantegna,Italian,https://cmoa-collection-images.s3.amazonaws.com/thing/101623/1017291.jpg,6.3,https://cmoa-collection-images.s3.amazonaws.com/thing/101623/sizes/1017291-420.jpg,126.0
Tripod tilt-top tea table,c. 1750-1770,Mahogany,Decorative Arts and Design,34.75,48.0,19.0,Wood,"unknown American, PA, Philadelphia",American,https://cmoa-collection-images.s3.amazonaws.com/thing/56505/1012301.jpg,5.0,https://cmoa-collection-images.s3.amazonaws.com/thing/56505/sizes/1012301-420.jpg,100.0
(Transportation: Keating Trolley yard and Barn),1924,gelatin silver print,Photography,10.0,7.687,0.0,photographs,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/113520/1025307.jpg,192.95,https://cmoa-collection-images.s3.amazonaws.com/thing/113520/sizes/1025307-420.jpg,3859.0
Doily,c. 1890-1930,Linen,Decorative Arts and Design,5.75,5.75,0.0,Textiles,unknown Filipino,Filipino,https://cmoa-collection-images.s3.amazonaws.com/thing/4772/CMA-79-13-51.jpg,1.0,https://cmoa-collection-images.s3.amazonaws.com/thing/4772/sizes/CMA-79-13-51-420.jpg,2.0
"Study for ""Bloomfield Bridge""",c. 1928,pencil,Fine Arts,12.813,9.5,0.0,drawings and watercolors,John Kane,American,https://cmoa-collection-images.s3.amazonaws.com/thing/85927/1024935.jpg,74.35,https://cmoa-collection-images.s3.amazonaws.com/thing/85927/sizes/1024935-420.jpg,1487.0
Snuff bottle,18th century,glass,Decorative Arts and Design,2.0,3.0,1.0,containers,unknown Chinese,Chinese,https://cmoa-collection-images.s3.amazonaws.com/thing/1020/CMA-111-H.jpg,1.85,https://cmoa-collection-images.s3.amazonaws.com/thing/1020/sizes/CMA-111-H-420.jpg,37.0
Untitled (Landscape),20th century,gelatin silver print,Photography,10.0,8.0,0.0,photographs,Leopold Hugo,American,https://cmoa-collection-images.s3.amazonaws.com/thing/97285/1023083.jpg,192.95,https://cmoa-collection-images.s3.amazonaws.com/thing/97285/sizes/1023083-420.jpg,3859.0
(Event: Banquet for the Pittsburgh Progress Exhibit in Carnegie Music Hall),1951,gelatin silver print,Photography,11.0,14.0,0.0,photographs,Clyde Hare,American,https://cmoa-collection-images.s3.amazonaws.com/thing/10010/1025992.jpg,192.95,https://cmoa-collection-images.s3.amazonaws.com/thing/10010/sizes/1025992-420.jpg,3859.0
Airport Building for American Airways Inc.; [photograph],1933,gelatin silver print,Heinz Architectural Center,9.5,7.5,0.0,photographs,"Holden, Stott and McCormick",American,https://cmoa-collection-images.s3.amazonaws.com/thing/13112/1032870.jpg,192.95,https://cmoa-collection-images.s3.amazonaws.com/thing/13112/sizes/1032870-420.jpg,3859.0
"Studies Related to Final Scheme for the Unknown Political Prisoner, 1951-52",1951-1952,pen and ink,Contemporary Art,26.938,24.75,1.125,drawings and watercolors,Reg Butler,English,https://cmoa-collection-images.s3.amazonaws.com/thing/103731/1009735.jpg,3.5,https://cmoa-collection-images.s3.amazonaws.com/thing/103731/sizes/1009735-420.jpg,70.0
Absolute River,1986,oil on canvas,Contemporary Art,39.938,58.688,0.0,paintings,Christopher Lucas,American,https://cmoa-collection-images.s3.amazonaws.com/thing/25434/1026037.jpg,33.3,https://cmoa-collection-images.s3.amazonaws.com/thing/25434/sizes/1026037-420.jpg,666.0
Baroque Carriage,,lithograph on paper,Fine Arts,22.0,16.0,0.0,prints,Theodore Brenson,American,https://cmoa-collection-images.s3.amazonaws.com/thing/76460/1007525.jpg,83.45,https://cmoa-collection-images.s3.amazonaws.com/thing/76460/sizes/1007525-420.jpg,1669.0
Landscape and Cows-The Road to Blaricum,c.1880-1885,oil on canvas,Fine Arts,45.063,53.0,3.0,paintings,Anton Mauve,Dutch,https://cmoa-collection-images.s3.amazonaws.com/thing/230806/1000102.jpg,1.45,https://cmoa-collection-images.s3.amazonaws.com/thing/230806/sizes/1000102-420.jpg,29.0
Box,18th century,gold and sardonyx,Decorative Arts and Design,2.625,1.25,2.0,containers,unknown French,French,https://cmoa-collection-images.s3.amazonaws.com/thing/5577/CMA-27-10-596.jpg,4.65,https://cmoa-collection-images.s3.amazonaws.com/thing/5577/sizes/CMA-27-10-596-420.jpg,93.0
The Judge,c. 1937,oil on panel,Fine Arts,19.0,23.5,2.5,paintings,Georges Rouault,French,https://cmoa-collection-images.s3.amazonaws.com/thing/151067/74.7.24.jpg,6.6,https://cmoa-collection-images.s3.amazonaws.com/thing/151067/sizes/74.7.24-420.jpg,132.0
Grey/Blue on Pink,1971,screenprint on paper,Contemporary Art,40.5,28.25,0.0,prints,John Hoyland,English,https://cmoa-collection-images.s3.amazonaws.com/thing/126389/1022160.jpg,6.05,https://cmoa-collection-images.s3.amazonaws.com/thing/126389/sizes/1022160-420.jpg,121.0
The Tightrope Walker,1969,plaster and rope,Contemporary Art,60.0,65.0,24.0,sculpture,George Segal,American,https://cmoa-collection-images.s3.amazonaws.com/thing/10291/CMA-70-62-1_1.jpg,9.6,https://cmoa-collection-images.s3.amazonaws.com/thing/10291/sizes/CMA-70-62-1_1-420.jpg,192.0
Victor le Bouthillier,1658,engraving,Fine Arts,9.563,13.375,0.0,prints,Claude Mellan,French,https://cmoa-collection-images.s3.amazonaws.com/thing/102551/1005422.jpg,37.6,https://cmoa-collection-images.s3.amazonaws.com/thing/102551/sizes/1005422-420.jpg,752.0
"(Pittsburgh: Aerial View, Downtown)",1956,gelatin silver print,Photography,10.5,13.375,0.0,photographs,Margaret Bourke-White,American,https://cmoa-collection-images.s3.amazonaws.com/thing/96938/1025104.jpg,192.95,https://cmoa-collection-images.s3.amazonaws.com/thing/96938/sizes/1025104-420.jpg,3859.0
Alcoa Building,c. 1953,gelatin silver print,Decorative Arts and Design,8.125,10.0,0.0,photographs,"Jay-Bee Photographic Studio, Pittsburgh",American,https://cmoa-collection-images.s3.amazonaws.com/thing/107353/1004363.jpg,192.95,https://cmoa-collection-images.s3.amazonaws.com/thing/107353/sizes/1004363-420.jpg,3859.0
Memorial Portrait of Utagawa Kunisada I,1864,woodblock print on paper,Fine Arts,16.0,22.0,0.0,prints,Kunisada II (Toyokuni IV),Japanese,https://cmoa-collection-images.s3.amazonaws.com/thing/105923/1029167.jpg,87.5,https://cmoa-collection-images.s3.amazonaws.com/thing/105923/sizes/1029167-420.jpg,1750.0
Minotaure No. 1,06/01/1933,printed magazine,Fine Arts,9.75,12.5,0.375,books,Pablo Picasso|Albert Skira,Spanish|Swiss,https://cmoa-collection-images.s3.amazonaws.com/thing/147930/108230.jpg,1.0,https://cmoa-collection-images.s3.amazonaws.com/thing/147930/sizes/108230-420.jpg,4.0
The Black Cloak,c. 1918,gelatin silver print,Photography,12.0,16.5,0.0,photographs,Hew Charles Torrance,American,https://cmoa-collection-images.s3.amazonaws.com/thing/9831/1025133.jpg,192.95,https://cmoa-collection-images.s3.amazonaws.com/thing/9831/sizes/1025133-420.jpg,3859.0
(Group Portrait: Volley Ball Team Champions),1926,gelatin silver print,Photography,10.0,8.125,0.0,photographs,Abram M. Brown,American,https://cmoa-collection-images.s3.amazonaws.com/thing/12745/1025044.jpg,192.95,https://cmoa-collection-images.s3.amazonaws.com/thing/12745/sizes/1025044-420.jpg,3859.0
The River,,watercolor on paper,Contemporary Art,28.625,22.625,1.25,drawings and watercolors,Alfred Bendiner,American,https://cmoa-collection-images.s3.amazonaws.com/thing/47104/1023006.jpg,74.35,https://cmoa-collection-images.s3.amazonaws.com/thing/47104/sizes/1023006-420.jpg,1487.0
Aluminum-Lead Plain,1969,aluminum and lead,Contemporary Art,72.0,0.375,72.0,sculpture,Carl Andre,American,https://cmoa-collection-images.s3.amazonaws.com/thing/8047/CMA-76-56_1.jpg,9.6,https://cmoa-collection-images.s3.amazonaws.com/thing/8047/sizes/CMA-76-56_1-420.jpg,192.0
"Salt dish, open",c. 1780-1800,cut leaded glass,Decorative Arts and Design,5.125,2.875,3.5,Glass,unknown English,English,https://cmoa-collection-images.s3.amazonaws.com/thing/2729/CMA-76-39-3.jpg,1.0,https://cmoa-collection-images.s3.amazonaws.com/thing/2729/sizes/CMA-76-39-3-420.jpg,11.0
John Brown,1939,lithograph on paper,Fine Arts,16.0,22.0,0.0,prints,John Stuart Curry,American,https://cmoa-collection-images.s3.amazonaws.com/thing/76887/1022976.jpg,83.45,https://cmoa-collection-images.s3.amazonaws.com/thing/76887/sizes/1022976-420.jpg,1669.0
Chelsea Shops,1888,transfer lithograph on paper,Fine Arts,9.063,5.187,0.0,prints,James Abbott McNeill Whistler,American,https://cmoa-collection-images.s3.amazonaws.com/thing/56825/1001037.jpg,83.45,https://cmoa-collection-images.s3.amazonaws.com/thing/56825/sizes/1001037-420.jpg,1669.0
Merof - Geirangerfjord - Norway,1931,wood engraving on paper,Fine Arts,10.063,11.5,0.0,prints,Henry J. Glintenkamp,American,https://cmoa-collection-images.s3.amazonaws.com/thing/100412/1021977.jpg,83.45,https://cmoa-collection-images.s3.amazonaws.com/thing/100412/sizes/1021977-420.jpg,1669.0
Fruit Bowl,c. 1931,glazed porcelain,Decorative Arts and Design,5.252,1.5,5.252,Ceramics,Hermann Gretsch|Arzberg Porzellanfabrik,German|German,https://cmoa-collection-images.s3.amazonaws.com/thing/3389/CMA-77-44-34.jpg,7.55,https://cmoa-collection-images.s3.amazonaws.com/thing/3389/sizes/CMA-77-44-34-420.jpg,151.0
Cup and saucer,c. 1929,earthenware,Decorative Arts and Design,6.625,2.75,6.625,Ceramics,Eva Zeisel|Schramberger Majolika Fabrik,American|German,https://cmoa-collection-images.s3.amazonaws.com/thing/1132/CMA-1998-24-16-10-A-B.jpg,1.5,https://cmoa-collection-images.s3.amazonaws.com/thing/1132/sizes/CMA-1998-24-16-10-A-B-420.jpg,30.0
(Industry),1955-1957,gelatin silver print,Photography,4.25,6.375,0.0,photographs,W. Eugene Smith,American,https://cmoa-collection-images.s3.amazonaws.com/thing/12169/1022759.jpg,192.95,https://cmoa-collection-images.s3.amazonaws.com/thing/12169/sizes/1022759-420.jpg,3859.0
Cabaret Performer,1947,watercolor on paper,Contemporary Art,15.313,22.438,0.0,drawings and watercolors,Paul Kleinschmidt,German,https://cmoa-collection-images.s3.amazonaws.com/thing/99814/1011656.jpg,3.15,https://cmoa-collection-images.s3.amazonaws.com/thing/99814/sizes/1011656-420.jpg,63.0
A Sheet of Studies for Heads,c. 1821-1824,pencil,Fine Arts,19.25,14.25,0.0,drawings and watercolors,Eugène Delacroix,French,https://cmoa-collection-images.s3.amazonaws.com/thing/94768/1017775.jpg,10.4,https://cmoa-collection-images.s3.amazonaws.com/thing/94768/sizes/1017775-420.jpg,208.0
Plate,19th century,"glazed, transfer printed and lustre",Decorative Arts and Design,6.25,0.875,6.312,Ceramics,"unknown English, Staffordshire",English,https://cmoa-collection-images.s3.amazonaws.com/thing/4229/CMA-68-48-9.jpg,21.8,https://cmoa-collection-images.s3.amazonaws.com/thing/4229/sizes/CMA-68-48-9-420.jpg,436.0
(Downtown: Downtown Parking Garage at Bigelow Boulevard and Sixth Avenue),1953,gelatin silver print,Photography,10.0,8.125,0.0,photographs,Harold Corsini,American,https://cmoa-collection-images.s3.amazonaws.com/thing/8682/1025597.jpg,192.95,https://cmoa-collection-images.s3.amazonaws.com/thing/8682/sizes/1025597-420.jpg,3859.0
The Beach at Akashi,c. 1840,woodblock print on paper,Fine Arts,22.0,16.0,0.0,prints,Utagawa  Kunisada,Japanese,https://cmoa-collection-images.s3.amazonaws.com/thing/80544/1029060.jpg,87.5,https://cmoa-collection-images.s3.amazonaws.com/thing/80544/sizes/1029060-420.jpg,1750.0
The Nativity,,woodcut on paper,Fine Arts,14.25,19.25,0.0,prints,Alice D. Laughlin,American,https://cmoa-collection-images.s3.amazonaws.com/thing/108473/1007442.jpg,83.45,https://cmoa-collection-images.s3.amazonaws.com/thing/108473/sizes/1007442-420.jpg,1669.0
Fukagawa Hachiman Yama Baraki,1835,woodblock print on paper,Fine Arts,13.125,8.625,0.0,prints,Hiroshige Andō,Japanese,https://cmoa-collection-images.s3.amazonaws.com/thing/98349/1027775.jpg,87.5,https://cmoa-collection-images.s3.amazonaws.com/thing/98349/sizes/1027775-420.jpg,1750.0
"Year-end Fair at Asakusa (Asakusa, Tori no ichi)",October 1932,woodblock print on paper,Fine Arts,11.75,15.5,0.0,prints,Koizumi Kishio|Asahi Press,Japanese|Japanese,https://cmoa-collection-images.s3.amazonaws.com/thing/35778/1029011.jpg,26.15,https://cmoa-collection-images.s3.amazonaws.com/thing/35778/sizes/1029011-420.jpg,523.0
Vase,c. 1900,glazed stoneware,Decorative Arts and Design,0.0,2.75,0.0,Ceramics,Doulton & Co.,English,https://cmoa-collection-images.s3.amazonaws.com/thing/1637/CMA-1996-66.jpg,21.8,https://cmoa-collection-images.s3.amazonaws.com/thing/1637/sizes/CMA-1996-66-420.jpg,436.0
Earrings,c. 1920s,ivory,Decorative Arts and Design,0.0,0.0,0.0,costume,unknown African,African,https://cmoa-collection-images.s3.amazonaws.com/thing/3808/CMA-93-169-24-A-B.jpg,1.45,https://cmoa-collection-images.s3.amazonaws.com/thing/3808/sizes/CMA-93-169-24-A-B-420.jpg,29.0
"(Industry: the Isabella Furnace of the U.S. Steel  Corporation at Etna, Pennsylvania)",1948,gelatin silver print,Photography,13.375,10.5,0.0,photographs,Todd Webb,American,https://cmoa-collection-images.s3.amazonaws.com/thing/8947/1025649.jpg,192.95,https://cmoa-collection-images.s3.amazonaws.com/thing/8947/sizes/1025649-420.jpg,3859.0
Teapot,1932,earthenware,Decorative Arts and Design,9.5,7.0,6.5,Ceramics,Ursula Fesca|Wachstersbacher Steingutfabrik,German|German,https://cmoa-collection-images.s3.amazonaws.com/thing/1651/CMA-1998-24-5-1-A-B.jpg,7.55,https://cmoa-collection-images.s3.amazonaws.com/thing/1651/sizes/CMA-1998-24-5-1-A-B-420.jpg,151.0
Höhen-Lokomobilchen,1921,etching on Van Gelder Zonen wove paper,Fine Arts,14.25,19.25,0.0,prints,Johannes Molzahn,German,https://cmoa-collection-images.s3.amazonaws.com/thing/108476/51745-image.jpg,12.1,https://cmoa-collection-images.s3.amazonaws.com/thing/108476/sizes/51745-image-420.jpg,242.0
Sunset Sky at Nihonbashi,,woodblock print on paper,Fine Arts,22.0,16.0,0.0,prints,Toyohiro Utagawa,Japanese,https://cmoa-collection-images.s3.amazonaws.com/thing/111215/1027224.jpg,87.5,https://cmoa-collection-images.s3.amazonaws.com/thing/111215/sizes/1027224-420.jpg,1750.0
"The Visitation, by Albertinelli",1892,unbound wood engraving in clothbound book,Fine Arts,13.5,17.0,0.0,prints,Timothy Cole|Century Company,American|American,https://cmoa-collection-images.s3.amazonaws.com/thing/113750/1002893-image.jpg,4.35,https://cmoa-collection-images.s3.amazonaws.com/thing/113750/sizes/1002893-image-420.jpg,87.0
Untitled (Amber),2001,"glass, blown and sanded",Decorative Arts and Design,14.0,13.25,1.5,Glass,Laura de Santillana,Italian,https://cmoa-collection-images.s3.amazonaws.com/thing/27150/401.jpg,1.0,https://cmoa-collection-images.s3.amazonaws.com/thing/27150/sizes/401-420.jpg,5.0
"Stool, Chieftan's, Hornba",20th century,wood,Decorative Arts and Design,10.0,15.5,9.25,furniture,unknown Congolese,Congolese,https://cmoa-collection-images.s3.amazonaws.com/thing/1802/CMA-85-83-3.jpg,1.0,https://cmoa-collection-images.s3.amazonaws.com/thing/1802/sizes/CMA-85-83-3-420.jpg,1.0
"Man wearing tuxedo dancing on porch, with railing and striped awning",c. 1950-1970,gelatin silver print,Fine Arts,10.0,8.0,0.0,photographs,"Charles ""Teenie"" Harris",American,https://cmoa-collection-images.s3.amazonaws.com/thing/6409/1002571.jpg,192.95,https://cmoa-collection-images.s3.amazonaws.com/thing/6409/sizes/1002571-420.jpg,3859.0
"Tapestry: ""the Triumph of Hope""",c. 1530,wool and silk,Decorative Arts and Design,224.0,176.0,0.0,Textiles,"unknown Flemish, Brussels",Flemish,https://cmoa-collection-images.s3.amazonaws.com/thing/24314/1009341.jpg,1.0,https://cmoa-collection-images.s3.amazonaws.com/thing/24314/sizes/1009341-420.jpg,18.0
(Department Stores),1955-1957,gelatin silver print,Photography,3.5,6.0,0.0,photographs,W. Eugene Smith,American,https://cmoa-collection-images.s3.amazonaws.com/thing/12260/1022456.jpg,192.95,https://cmoa-collection-images.s3.amazonaws.com/thing/12260/sizes/1022456-420.jpg,3859.0
Male Figure with Jar on Head,c. 1920s,wood,Decorative Arts and Design,2.0,5.0,1.5,Wood,unknown African,African,https://cmoa-collection-images.s3.amazonaws.com/thing/3794/CMA-93-169-14.jpg,1.2,https://cmoa-collection-images.s3.amazonaws.com/thing/3794/sizes/CMA-93-169-14-420.jpg,24.0
"Silvereyes in a Drooping Cherry Tree, Middle Spring (Sudarezakura ni Mejiro, chûshun)",c. 1930,woodblock print on paper,Fine Arts,24.0,18.0,0.0,prints,Tsuchiya Rakuzan,Japanese,https://cmoa-collection-images.s3.amazonaws.com/thing/103132/1029342_cropped_detail.jpg,87.5,https://cmoa-collection-images.s3.amazonaws.com/thing/103132/sizes/1029342_cropped_detail-420.jpg,1750.0
Kawakami Spa (Kawakami Onsen),2/11/1917,woodblock print on paper,Fine Arts,10.0,7.438,0.0,prints,Morita Tsunetomo|Nakajima Jûtarô,Japanese|Japanese,https://cmoa-collection-images.s3.amazonaws.com/thing/34007/1027311.jpg,26.15,https://cmoa-collection-images.s3.amazonaws.com/thing/34007/sizes/1027311-420.jpg,523.0
"Cottage, Knebworth, Hertfordshire County, England; [exterior elevation]",c. 1908-1910,"graphite, ink, and watercolor on paper",Heinz Architectural Center,5.625,4.75,0.0,drawings and watercolors,Sir Edwin Lutyens,British,https://cmoa-collection-images.s3.amazonaws.com/thing/133260/1031375.jpg,3.4,https://cmoa-collection-images.s3.amazonaws.com/thing/133260/sizes/1031375-420.jpg,68.0
Box,c. 1825-1840,mother of pearl,Decorative Arts and Design,2.75,1.25,5.125,containers,unknown Asian,Asian,https://cmoa-collection-images.s3.amazonaws.com/thing/8271/CMA-70-32-2621-3-A-B.jpg,1.0,https://cmoa-collection-images.s3.amazonaws.com/thing/8271/sizes/CMA-70-32-2621-3-A-B-420.jpg,7.0
Teapot,c. 1925-1950,porcelain,Decorative Arts and Design,8.0,6.0,4.5,Ceramics,unknown German,German,https://cmoa-collection-images.s3.amazonaws.com/thing/1885/CMA-1997-17-6-1-A-B.jpg,7.75,https://cmoa-collection-images.s3.amazonaws.com/thing/1885/sizes/CMA-1997-17-6-1-A-B-420.jpg,155.0
Camellia,not dated,woodblock print on paper,Fine Arts,16.0,20.0,0.0,prints,Ishii Tsuruzô,Japanese,https://cmoa-collection-images.s3.amazonaws.com/thing/34958/1028248.jpg,87.5,https://cmoa-collection-images.s3.amazonaws.com/thing/34958/sizes/1028248-420.jpg,1750.0
Nude in Boudoir,late 19th-early 20th century,red chalk on paper,Fine Arts,17.25,12.125,0.0,drawings and watercolors,Everett Shinn,American,https://cmoa-collection-images.s3.amazonaws.com/thing/113860/98241.jpg,74.35,https://cmoa-collection-images.s3.amazonaws.com/thing/113860/sizes/98241-420.jpg,1487.0
"Kanagawa, from the Series ""Fifty-three Stations of the Tokaido""",1804,color woodblock print,Fine Arts,6.875,5.0,0.0,prints,Katsushika Hokusai,Japanese,https://cmoa-collection-images.s3.amazonaws.com/thing/108325/1028040.jpg,87.5,https://cmoa-collection-images.s3.amazonaws.com/thing/108325/sizes/1028040-420.jpg,1750.0
"People outside the Diamond Market at 4th Street and Diamond Way, downtown",c. 1948-1960,gelatin silver print,Fine Arts,10.0,7.938,0.0,photographs,"Charles ""Teenie"" Harris",American,https://cmoa-collection-images.s3.amazonaws.com/thing/101308/1002396.jpg,192.95,https://cmoa-collection-images.s3.amazonaws.com/thing/101308/sizes/1002396-420.jpg,3859.0
Standing Balzac,1892,bronze,Fine Arts,11.5,29.125,15.0,sculpture,Auguste Rodin,French,https://cmoa-collection-images.s3.amazonaws.com/thing/117310/1023174-8621.jpg,2.45,https://cmoa-collection-images.s3.amazonaws.com/thing/117310/sizes/1023174-8621-420.jpg,49.0
"Beach Group/Sylt, West Germany",1968,gelatin silver print,Photography,10.0,8.0,0.0,photographs,Elliott Erwitt,American,https://cmoa-collection-images.s3.amazonaws.com/thing/103556/1021145_cropped_detail.jpg,192.95,https://cmoa-collection-images.s3.amazonaws.com/thing/103556/sizes/1021145_cropped_detail-420.jpg,3859.0
(Neighborhood: Houses on Morgan Street),1951,gelatin silver print,Photography,14.0,11.0,0.0,photographs,Russell Lee,American,https://cmoa-collection-images.s3.amazonaws.com/thing/5988/1025862.jpg,192.95,https://cmoa-collection-images.s3.amazonaws.com/thing/5988/sizes/1025862-420.jpg,3859.0
Mother Jak,"April 10, 1797",etching and stipple engraving printed in color on ivory paper,Fine Arts,16.0,22.0,0.0,prints,Francesco Bartolozzi|Hans Holbein the Younger,Italian|German,https://cmoa-collection-images.s3.amazonaws.com/thing/104201/1001502_image.jpg,3.95,https://cmoa-collection-images.s3.amazonaws.com/thing/104201/sizes/1001502_image-420.jpg,79.0
Black Night,1954,oil on canvas,Contemporary Art,48.0,36.0,1.75,paintings,William Baziotes,American,https://cmoa-collection-images.s3.amazonaws.com/thing/17633/1009439.jpg,33.3,https://cmoa-collection-images.s3.amazonaws.com/thing/17633/sizes/1009439-420.jpg,666.0
Box,late 19th century,silver and enamel,Decorative Arts and Design,5.875,1.75,5.0,containers,unknown Austrian|Wegelin Fils,Austrian|French | Swiss,https://cmoa-collection-images.s3.amazonaws.com/thing/3127/CMA-1999-24-4.jpg,1.0,https://cmoa-collection-images.s3.amazonaws.com/thing/3127/sizes/CMA-1999-24-4-420.jpg,1.0
"Exterior of Gaines Funeral Home, Auburn Street, East Liberty",c. 1938-1950,gelatin silver print,Fine Arts,10.0,8.063,0.0,photographs,"Charles ""Teenie"" Harris",American,https://cmoa-collection-images.s3.amazonaws.com/thing/6004/1002425.jpg,192.95,https://cmoa-collection-images.s3.amazonaws.com/thing/6004/sizes/1002425-420.jpg,3859.0
Composition,1953,lithograph on paper,Contemporary Art,22.0,28.0,0.0,prints,Oscar Dominguez,Spanish,https://cmoa-collection-images.s3.amazonaws.com/thing/110993/1009226.jpg,2.45,https://cmoa-collection-images.s3.amazonaws.com/thing/110993/sizes/1009226-420.jpg,49.0
"Thomas Howard, Earl of Surrey","April 1, 1795",etching and stipple engraving printed in color on pink paper,Fine Arts,14.25,19.25,0.0,prints,Francesco Bartolozzi|Hans Holbein the Younger,Italian|German,https://cmoa-collection-images.s3.amazonaws.com/thing/104249/1001478_Image.jpg,3.95,https://cmoa-collection-images.s3.amazonaws.com/thing/104249/sizes/1001478_Image-420.jpg,79.0
Charles Wingfield,"November 10, 1793",etching and stipple engraving printed in color on pink paper,Fine Arts,16.0,22.0,0.0,prints,Francesco Bartolozzi|Hans Holbein the Younger,Italian|German,https://cmoa-collection-images.s3.amazonaws.com/thing/104299/1001490_Image.jpg,3.95,https://cmoa-collection-images.s3.amazonaws.com/thing/104299/sizes/1001490_Image-420.jpg,79.0
Winter Glory,c. 1935,etching on paper,Fine Arts,14.25,19.25,0.0,prints,C. Jac Young,American,https://cmoa-collection-images.s3.amazonaws.com/thing/108380/1012889.jpg,83.45,https://cmoa-collection-images.s3.amazonaws.com/thing/108380/sizes/1012889-420.jpg,1669.0
